"id";"Grischun_Display";"Grischun_Search";"Sursilvan_Display";"Sursilvan_Search";"Sutsilvan_Display";"Sutsilvan_Search";"Surmiran_Display";"Surmiran_Search";"Puter_Display";"Puter_Search";"Vallader_Display";"Vallader_Search";"German_Display";"German_Search";"French_Display";"French_Search";"Italian_Display";"Italian_Search";"English_Display";"English_Search";"Conjugation";"Lexical_Class_D";"Lexical_Class_R";"Source_Table_Name";"Source_Table_Row_ID"
1590;"var";"var";"ver";"ver";"var";"var";"var";"var";"var";"var";"var";"var";"ungefähr, rund, circa";"ungefähr, rund, circa";"environ";"environ";"circa";"circa";"about, roughly, approximately";"about, roughly, approximately, circa";"";"Adverb";"adverb";"meinpledari";1260
1591;"bunamain";"bunamain";"bunamein";"bunamein";"bunameing";"bunameing";"bunamaintg, burmaintg";"bunamaintg, burmaintg";"";"";"(bunamaing)";"bunamaing";"fast, beinahe";"fast, beinahe";"presque";"presque";"quasi";"quasi";"almost, nearly";"almost, nearly, quasi";"";"Adverb";"adverb";"meinpledari";1261
1592;"baud";"baud";"";"";"";"";"";"";"bod";"bod";"bod";"bod";"fast, beinahe";"fast, beinahe";"tôt";"tôt";"quasi";"quasi";"almost, nearly";"almost, nearly";"";"Adverb";"adverb";"meinpledari";1262
1593;"pressapauc";"pressapauc";"pressapauc";"pressapauc";"pressapoc";"pressapoc";"pressapac";"pressapac";"";"";"";"";"ungefähr, zirka";"ungefähr, zirka";"environ";"environ";"pressappoco";"pressappoco";"approximately, virtually, almost";"approximately, virtually, almost";"";"Adverb";"adverb";"meinpledari";1263
1594;"circul, cirquit";"circul, cirquit";"circuit";"circuit";"zercel, zircuit";"zercel, zircuit";"circuit, cres";"circuit, cres";"circul";"circul";"circul";"circul";"Kreis, Umkreis";"kreis, umkreis";"cercle";"cercle";"circolo, distretto";"circolo, distretto";"administrative district, administrative grouping, kreis, constituency";"kreis";"";"Nomen (m)";"num masculin";"meinpledari";1264
1595;"circumscriver";"circumscriver";"circumscriver";"circumscriver";"zircumscriver";"zircumscriver";"circumscreiver";"circumscreiver";"circumscriver";"circumscriver";"circumscriver";"circumscriver";"umschreiben";"umschreiben";"circonscrire";"circonscrire";"circoscrivere";"circoscrivere";"circumscribe";"circumscribe";"";"Verb";"verb";"meinpledari";1265
1596;"circundar";"circundar";"circumdar";"circumdar";"zircumdar";"zircumdar";"circumdar";"circumdar, circumdescha";"circunder";"circunder";"circundar";"circundar";"umgeben";"umgeben";"circonscrire";"circonscrire";"circondare";"circondare";"surround";"surround";"";"Verb";"verb";"meinpledari";1266
1597;"citad gronda";"citad gronda";"marcau grond";"marcau grond";"martgieu grànd";"martgieu grànd";"martgea grond";"martgea grond";"cited";"cited";"cità (pl: citats)";"cità, citats";"Grosstadt";"grosstadt";"cité";"cité";"città";"città";"city, metropolis";"city, cities, metropolis";"";"Nomen (f)";"num feminin";"meinpledari";1267
1598;"citad";"citad";"marcau (m)";"marcau";"martgieu, martgo (m)";"martgieu, martgo";"martgea (m)";"martgea";"cited";"cited";"cità (pl: citats)";"cità, citats";"Stadt";"stadt";"ville";"ville";"città";"città";"town, city";"town, city";"";"Nomen (f)";"num feminin";"meinpledari";1268
1599;"citadin, abitant da la citad";"citadin, abitant da la citad";"avdont dil marcau, citadin";"avdont dil marcau, citadin";"avdànt digl martgieu, zitadin";"avdànt digl martgieu, zitadin";"citadign, avdant digl martgea";"citadign, avdant digl martgea";"citadin";"citadin";"citadin";"citadin";"Städter";"städter";"citadin";"citadin";"abitante";"abitante";"city dweller, town dweller (m)";"city dweller, town dweller";"";"Nomen (m)";"num masculin";"meinpledari";1269
1600;"citadina, abitanta da la citad";"citadina, abitanta da la citad";"avdonta dil marcau, citadina";"avdonta dil marcau, citadina";"avdànta digl martgieu, zitadina";"avdànta digl martgieu, zitadina";"citadigna, avdanta digl martgea";"citadigna, avdanta digl martgea";"citadina";"citadina";"citadina";"citadina";"Städterin";"städterin";"citadine";"citadine";"abitante";"abitante";"city dweller, town dweller (f)";"city dweller, town dweller";"";"Nomen (f)";"num masculin";"meinpledari";1270
1601;"citrona";"citrona";"citrona";"citrona";"zitrona";"zitrona";"citrona, limung (m)";"citrona, limung";"limun (m)";"limun";"limun (m)";"limun";"Zitrone";"zitrone";"citron";"citron";"limone";"limone";"lemon";"lemon";"";"Nomen (f)";"num feminin";"meinpledari";1271
1602;"civil";"civil";"civil";"civil";"zivil";"zivil";"civil";"civil";"civil";"civil";"civil";"civil";"zivil, bürgerlich";"zivil, bürgerlich";"civil
(f: civile)";"civil, civile";"civile";"civile";"civil";"civil";"";"Adjektiv";"adjectiv";"meinpledari";1272
1603;"clamada";"clamada";"clamada";"clamada";"clamada";"clamada";"clamada";"clamada";"clameda";"clameda";"clamada";"clamada";"Beruf";"beruf";"profession";"profession";"chiamata";"chiamata";"profession, (calling)";"profession, calling";"";"Nomen (m)";"num feminin";"meinpledari";1273
1604;"clamar";"clamar";"clamar
(el cloma)";"clamar, cloma";"clamar";"clamar";"clamar";"clamar";"clamer";"clamer";"clomar";"clomar";"rufen";"rufen";"appeler";"appeler";"chiamare";"chiamare";"call";"call";"CLAMAR 

Preschent:
jau clom
ti clomas
el/ella/ins cloma
nus clamain
vus clamais
els/ellas cloman 

Futur:
jau vegn a clamar 
ti vegns a clamar 
el/ella/ins vegn a clamar 
nus vegnin a clamar 
vus vegnis a clamar 
els/ellas vegnan a clamar
Imperfect:
jau clamava
ti clamavas
el/ella/ins clamava
nus clamavan
vus clamavas
els/ellas clamavan 

Particip perfect:
clamà (f: clamada, mpl: clamads, fpl: clamadas) 

Perfect:
jau hai clamà
ti has clamà
el/ella/ins ha clamà
nus avain clamà
vus avais clamà
els/ellas han clamà

Cundiziunal:
jau clamass
ti clamassas
el/ella/ins clamass
nus clamassan
vus clamassas
els/ellas clamassan 

Conjunctiv:
che jau clomia
che ti clomias
ch'el/ella/ins clomia
che nus clomian
che vus clomias
ch'els/ellas clomian

Imperativ:
cloma!
clamai! 

Gerundi:
clamond  //";"Verb";"verb";"meinpledari";1274
1605;"classa";"classa";"classa";"classa";"classa";"classa";"classa";"classa";"classa";"classa";"classa";"classa";"Klasse";"klasse";"classe";"classe";"classe";"classe";"class";"class";"";"Nomen (f)";"num feminin";"meinpledari";1275
1606;"classic";"classic";"classic";"classic";"classic";"classic";"classic";"classic";"classic";"classic";"classic";"classic";"klassisch";"klassisch";"classique";"classique";"classico";"classico";"classic, classical";"classic, classical";"";"Adjektiv";"adjectiv";"meinpledari";1276
1607;"Claustra";"claustra";"Claustra";"claustra";"Claustra, Clostra";"claustra, clostra";"Claustra";"claustra";"Clostra";"clostra";"Clostra";"clostra";"Klosters";"klosters";"Klosters";"klosters";"Klosters";"klosters";"Klosters";"klosters";"";"Nomen";"num feminin";"meinpledari";1277
1608;"claustra";"claustra";"claustra";"claustra";"clostra";"clostra";"clostra";"clostra";"clostra";"clostra";"clostra";"clostra";"Männerkloster";"männerkloster";"cloître, couvent";"cloître, couvent";"monastero";"monastero";"monastery";"monastery";"";"Nomen (n)";"num feminin";"meinpledari";1278
1609;"claustra";"claustra";"claustra";"claustra";"clostra da mungias";"clostra da mungias";"clostra";"clostra";"clostra";"clostra";"clostra";"clostra";"Kloster, Frauenkloster";"kloster, frauenkloster";"cloître, couvent";"cloître, couvent";"convento";"convento";"convent";"convent";"";"Nomen";"num feminin";"meinpledari";1279
1610;"clav";"clav";"clav";"clav";"clav";"clav";"clav";"clav";"clev";"clev";"clav";"clav";"Schlüssel";"schlüssel";"clé";"clé";"chiave";"chiave";"key";"key";"";"Nomen (m)";"num feminin";"meinpledari";1280
1611;"clavà";"clavà";"clavau";"clavau";"clavo";"clavo";"clavo";"clavo";"talvo";"talvo";"tablà";"tablà";"Scheune mit Heustall";"scheune mit heustall";"grange";"grange";"fienile";"fienile";"barn, hay barn, hay loft, stable, etc.";"barn, hay barn, hay loft, stable";"";"Nomen";"num masculin";"meinpledari";1282
1612;"clavà";"clavà";"clavau";"clavau";"clavadira (f)";"clavadira";"clavadeira";"clavadeira";"talvo";"talvo";"talbà";"talbà";"Heustall";"heustall";"étable";"étable";"fienile";"fienile";"barn, hay barn";"hay barn";"";"Nomen (m)";"num masculin";"meinpledari";1281
1613;"clavazin, piano";"clavazin, piano";"clavazin, piano";"clavazin, piano";"clavazegn";"clavazegn";"clavazign";"clavazign";"clavazin";"clavazin";"clavazin";"clavazin";"Klavier";"klavier";"piano";"piano";"pianoforte";"pianoforte";"piano";"piano";"";"Nomen (n)";"num masculin";"meinpledari";1283
1614;"cleger";"cleger";"prender giu";"prender giu";"anculir";"anculir";"culeir";"culeir, culiagn";"cler";"cler, clegian, clet";"cleger";"cleger";"pflücken, sammeln, auslesen";"pflücken, sammeln, auslesen";"cueillir";"cueillir";"cogliere";"cogliere";"pick, pluck, collect";"pick, pluck, collect";"";"Verb";"verb";"meinpledari";1284
1615;"cler";"cler";"clar";"clar";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"hell";"hell";"clair
(f: claire)";"clair, claire";"chiaro";"chiaro";"light, light-coloured
fair";"light-coloured, fair";"";"Adjektiv";"adjectiv";"meinpledari";1285
1616;"cler";"cler";"clar";"clar";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"klar";"klar";"clair
(f: claire)";"clair, claire";"chiaro";"chiaro";"light, light-coloured
fair";"light-coloured, fair";"";"Adjektiv";"adjectiv";"meinpledari";1286
1617;"cler";"cler";"clar";"clar";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"hell";"hell";"clair
(f: claire), lumineux
(f: lumineuse)";"clair, claire, lumineux, lumineuse";"chiaro";"chiaro";"light, light-coloured
fair";"light-coloured, fair";"";"Adjektiv";"adjectiv";"meinpledari";1285
1618;"cler";"cler";"clar";"clar";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"klar";"klar";"clair
(f: claire), lumineux
(f: lumineuse)";"clair, claire, lumineux, lumineuse";"chiaro";"chiaro";"light, light-coloured
fair";"light-coloured, fair";"";"Adjektiv";"adjectiv";"meinpledari";1286
1619;"cler";"cler";"clar";"clar";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"hell";"hell";"clair
(f: claire)";"clair, claire";"chiaro";"chiaro";"clear, light";"clear, light";"";"Adjektiv";"adjectiv";"meinpledari";1285
1620;"cler";"cler";"clar";"clar";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"klar";"klar";"clair
(f: claire)";"clair, claire";"chiaro";"chiaro";"clear, light";"clear, light";"";"Adjektiv";"adjectiv";"meinpledari";1286
1621;"cler";"cler";"clar";"clar";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"hell";"hell";"clair
(f: claire), lumineux
(f: lumineuse)";"clair, claire, lumineux, lumineuse";"chiaro";"chiaro";"clear, light";"clear, light";"";"Adjektiv";"adjectiv";"meinpledari";1285
1622;"cler";"cler";"clar";"clar";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"cler";"klar";"klar";"clair
(f: claire), lumineux
(f: lumineuse)";"clair, claire, lumineux, lumineuse";"chiaro";"chiaro";"clear, light";"clear, light";"";"Adjektiv";"adjectiv";"meinpledari";1286
1623;"cleritad";"cleritad";"clarezia";"clarezia";"cleritad";"cleritad";"cleritad";"cleritad";"clarited";"clarited";"clerità";"clerità";"Helligkeit";"helligkeit";"clarté";"clarté";"chiarezza";"chiarezza";"clarity";"clarity";"";"Nomen (f)";"num feminin";"meinpledari";1287
1624;"cletg";"cletg";"cletg";"cletg";"cletg";"cletg";"cletg";"cletg";"";"";"";"";"Glück / Glücksfall";"glück, glücksfall";"chance";"chance";"fortuna";"fortuna";"luck, stroke of luck";"luck, stroke of luck";"";"Nomen (n) / Nomen (m)";"num masculin";"meinpledari";1288
1625;"avair cletg";"avair cletg";"haver cletg";"haver cletg";"aver cletg";"aver cletg";"aveir cletg";"aveir cletg";"";"";"";"";"Glück haben, Dusel haben, Schwein haben";"glück haben, dusel haben, schwein haben";"avoir de la chance";"avoir de la chance";"avere fortuna";"avere fortuna";"be lucky, be in luck, be fortunate, get lucky";"lucky, fortunate";"";"kompl. Ausdruck";"expressiun verbala";"meinpledari";1289
1626;"client";"client";"client";"client";"cliaint";"cliaint";"cliaint";"cliaint";"cliaint";"cliaint";"cliaint";"cliaint";"Klient, Kunde";"klient, kunde";"client";"client";"cliente";"cliente";"customer, client (m)";"customer, client";"";"Nomen (m)";"num masculin";"meinpledari";1290
1627;"clienta";"clienta";"clienta";"clienta";"cliainta";"cliainta";"cliainta";"cliainta";"cliainta";"cliainta";"cliainta";"cliainta";"Klientin, Kundin";"klientin, kundin";"cliente";"cliente";"cliente";"cliente";"customer, client (f)";"customer, client";"";"Nomen (f)";"num feminin";"meinpledari";1291
1628;"clientella";"clientella";"clientella";"clientella";"cliaintela";"cliaintela";"clientella";"clientella";"cliantella";"cliantella";"cliantella";"cliantella";"Kundschaft, Kundenkreis";"kundschaft, kundenkreis";"clientèle";"clientèle";"clientela";"clientela";"clientele, customer base";"clientele";"";"Nomen (f)";"num feminin";"meinpledari";1292
1629;"clima";"clima";"clima";"clima";"clima";"clima";"clima";"clima";"clima";"clima";"clima";"clima";"Klima";"klima";"climat";"climat";"clima";"clima";"climate";"climate";"";"Nomen";"num masculin";"meinpledari";1293
1630;"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"Klinik";"klinik";"clinique";"clinique";"clinica";"clinica";"clinic";"clinic";"";"Nomen (f)";"num feminin";"meinpledari";1294
1631;"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"Klinik";"klinik";"clinique";"clinique";"clinica";"clinica";"clinic";"clinic";"";"Nomen (f)";"num feminin";"meinpledari";1295
1632;"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"Klinik";"klinik";"clinique";"clinique";"ospedale";"ospedale";"clinic";"clinic";"";"Nomen (f)";"num feminin";"meinpledari";1294
1633;"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"Klinik";"klinik";"clinique";"clinique";"ospedale";"ospedale";"clinic";"clinic";"";"Nomen (f)";"num feminin";"meinpledari";1295
1634;"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"Klinik";"klinik";"clinique";"clinique";"clinica";"clinica";"(small) hospital";"hospital";"";"Nomen (f)";"num feminin";"meinpledari";1294
1635;"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"Klinik";"klinik";"clinique";"clinique";"clinica";"clinica";"(small) hospital";"hospital";"";"Nomen (f)";"num feminin";"meinpledari";1295
1636;"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"Klinik";"klinik";"clinique";"clinique";"ospedale";"ospedale";"(small) hospital";"hospital";"";"Nomen (f)";"num feminin";"meinpledari";1294
1637;"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"clinica";"Klinik";"klinik";"clinique";"clinique";"ospedale";"ospedale";"(small) hospital";"hospital";"";"Nomen (f)";"num feminin";"meinpledari";1295
1638;"clinic";"clinic";"clinic";"clinic";"clinic";"clinic";"clinic";"clinic";"clinic";"clinic";"clinic";"clinic";"klinisch";"klinisch";"clinique";"clinique";"clinico";"clinico";"clinical";"clinical";"";"Adjektiv";"adjectiv";"meinpledari";1296
1639;"buttiglia";"buttiglia";"butteglia";"butteglia";"buteglia";"buteglia";"(butteglia)";"butteglia";"butiglia";"butiglia";"butiglia";"butiglia";"Flasche";"flasche";"bouteille";"bouteille";"bottiglia";"bottiglia";"bottle, flask";"bottle, flask";"";"Nomen (f)";"num feminin";"meinpledari";1297
1640;"clom";"clom";"clom";"clom";"clom";"clom";"clom";"clom";"clam";"clam";"clom";"clom";"Ruf, Anruf";"ruf, anruf";"appel";"appel";"chiamata";"chiamata";"call";"call";"";"Nomen (m)";"num masculin";"meinpledari";1299
1641;"clom d'agid";"clom d'agid";"clom d'agid";"clom d'agid";"clom par agid";"clom par agid";"clom d'ageid";"clom d'ageid";"clam d'agüd";"clam d'agüd";"clom d'agüd";"clom d'agüd";"Hilferuf";"hilferuf";"appel à l'aide";"appel à l'aide";"richiesta d'aiuto";"richiesta d'aiuto";"cry for help";"cry for help";"";"Nomen (m)";"num masculin";"meinpledari";1298
1642;"club";"club";"club";"club";"club";"club";"club";"club";"club";"club";"club";"club";"Klub";"klub";"club";"club";"club";"club";"club";"club";"";"Nomen";"num masculin";"meinpledari";1300
1643;"co?";"co";"co";"co";"co";"co";"scu, co";"scu, co";"cu";"cu";"co";"co";"wie";"wie";"comment";"comment";"come";"come";"how";"how";"";"Pronom";"adverb";"meinpledari";1301
1644;"cocla";"cocla";"cocla";"cocla";"cocla";"cocla";"cocla";"cocla";"cocca";"cocca";"cocca";"cocca";"Beere";"beere";"baie";"baie";"bacca";"bacca";"berry";"berry";"";"Nomen";"num feminin";"meinpledari";1302
1645;"cofra";"cofra";"cofra";"cofra";"cofra";"cofra";"cofra";"cofra";"valisch";"";"";"";"Koffer";"koffer";"valise";"valise";"valigia";"valigia";"case, suitcase";"case, suitcase";"";"Nomen (m)";"num feminin";"meinpledari";1303
1646;"cognac";"cognac";"cognac";"cognac";"cognac";"cognac";"cognac";"cognac";"cognac";"cognac";"cognac";"cognac";"Cognac, Weinbrand, Kognak";"cognac, weinbrand, kognak";"cognac";"cognac";"cognac";"cognac";"cognac";"cognac";"";"Nomen";"num masculin";"meinpledari";1304
1647;"coier";"coier";"cuer";"cuer";"cuir";"cuir";"coier";"coier";"couscher";"couscher";"couscher";"couscher";"sieden";"sieden";"cuire, bouillir";"cuire, bouillir";"bollire";"bollire";"boil";"boil";"";"Verb";"verb";"meinpledari";1307
1648;"coier";"coier";"cuer";"cuer";"cuir";"cuir";"coier";"coier";"couscher";"couscher, cot";"couscher";"couscher";"kochen";"kochen";"faire cuire, cuisiner";"faire cuire, cuisiner";"cucinare";"cucinare";"cook, boil";"cook, boil";"";"Verb";"verb";"meinpledari";1306
1649;"far buglir, far coier";"far buglir, far coier";"far buglir, far cuer";"far buglir, far cuer";"far buglir";"far buglir";"dar se en bogl";"dar se en bogl";"der ün buogl (a)";"der ün buogl";"far buoglir";"far buoglir";"aufkochen";"aufkochen";"faire bouillir, faire cuire";"faire bouillir, faire cuire";"far cuocere";"far cuocere";"boil up, bring (quickly) to the boil";"boil";"";"Verb";"verb";"meinpledari";1305
1650;"coiffeur, frisunz";"coiffeur, frisunz";"coiffeur, barbier, frisunz";"coiffeur, barbier";"barbier, coiffeur, frisùnz";"barbier, coiffeur, frisùnz";"coiffeur, frisunz";"coiffeur, frisunz";"cuafför";"cuafför";"cuafför";"cuafför";"Coiffeur, Barbier";"coiffeur, barbier";"coiffeur";"coiffeur";"parrucchiere";"parrucchiere";"hairdresser, barber (m)";"hairdresser, barber";"";"Nomen (m)";"num masculin";"meinpledari";1308
1651;"coiffeusa, frisunza";"coiffeusa, frisunza";"coiffeusa, frisunza";"coiffeusa, frisunza";"coiffeuse, frisùnza";"coiffeuse, frisùnza";"coiffeuse, frisunza";"coiffeuse, frisunza";"cuaffösa";"cuaffösa";"cuaffösa";"cuaffösa";"Coiffeuse";"coiffeuse";"coiffeuse";"coiffeuse";"parrucchiera";"parrucchiera";"hairdresser (f)";"hairdresser";"";"Nomen (f)";"num feminin";"meinpledari";1309
1652;"coissa";"coissa";"queissa";"queissa";"cuissa";"cuissa";"coissa";"coissa";"cossa";"cossa";"cossa";"cossa";"Schenkel, Oberschenkel";"schenkel, oberschenkel";"cuisse";"cuisse";"coscia";"coscia";"thigh";"thigh";"";"Nomen";"num feminin";"meinpledari";1310
1653;"chalun";"chalun";"calun";"calun";"calùn";"calùn";"calung";"calung";"gialun";"gialun";"gialun";"gialun";"Hüfte";"hüfte";"hanche";"hanche";"anca";"anca";"hip";"hip";"";"Nomen (f)";"num masculin";"meinpledari";1311
1654;"chalun da rauna";"chalun da rauna";"comba rauna";"comba rauna";"calunet da ràna";"calunet da ràna";"calung-rangla";"calung-rangla";"gialun da ranaus";"gialun da ranaus";"gialun da ranas";"gialun da ranas";"Froschschenkel";"froschschenkel";"cuisse de grenouille";"cuisse de grenouille";"coscia di rana";"coscia di rana";"frog's legs";"frog's legs";"";"Nomen";"num masculin";"meinpledari";1312
1655;"collectiv";"collectiv";"collectiv";"collectiv";"colectiv";"colectiv";"collectiv";"collectiv";"collectiv";"collectiv";"collectiv";"collectiv";"kollektiv";"kollektiv";"collectif
(f: collective)";"collectif, collective";"collettivo";"collettivo";"collective";"collective";"";"Adjektiv";"adjectiv";"meinpledari";1313
